,date,equity,Daily PnL(%),Cumulative PnL(%)
0,2012-01-02,13.07,0.0,0.0
1,2012-01-03,13.7225,4.992348890589127,4.992348890589127
2,2012-01-04,13.9775,1.8582619785024512,6.943381790359582
3,2012-01-05,14.3075,2.3609372205330104,9.468247895944891
4,2012-01-06,14.54,1.6250218416914208,11.247130833970909
5,2012-01-07,14.54,0.0,11.247130833970909
6,2012-01-08,14.54,0.0,11.247130833970909
7,2012-01-09,14.74,1.375515818431916,12.77735271614382
8,2012-01-10,15.025,1.9335142469470767,14.957918898240209
9,2012-01-11,14.77,-1.6971713810316147,13.00688599846973
10,2012-01-12,14.975,1.387948544346651,14.575363427696963
11,2012-01-13,14.595,-2.5375626043405597,11.66794185156843
12,2012-01-14,14.595,0.0,11.66794185156843
13,2012-01-15,14.595,0.0,11.66794185156843
14,2012-01-16,14.595,0.0,11.66794185156843
15,2012-01-17,14.7175,0.8393285371702586,12.605202754399336
16,2012-01-18,15.245,3.5841685068795703,16.641162968630407
17,2012-01-19,15.6625,2.738602820596925,19.835501147666367
18,2012-01-20,16.1325,3.0007980845969673,23.43152257077272
19,2012-01-21,16.1325,0.0,23.43152257077272
20,2012-01-22,16.1325,0.0,23.43152257077272
21,2012-01-23,16.535,2.494963582829701,26.511094108645715
22,2012-01-24,16.4525,-0.49894163894768084,25.87987758224939
23,2012-01-25,17.195,4.51299194651269,31.560826319816336
24,2012-01-26,17.125,-0.40709508578075093,31.025248661055826
25,2012-01-27,17.555,2.510948905109478,34.31522570772758
26,2012-01-28,17.555,0.0,34.31522570772758
27,2012-01-29,17.555,0.0,34.31522570772758
28,2012-01-30,17.0,-3.161492452292791,30.06885998469775
29,2012-01-31,17.03,0.17647058823531125,30.298393267023705
30,2012-02-01,17.4625,2.539635936582485,33.60749808722261
31,2012-02-02,17.99,3.020758768790266,37.64345830145368
32,2012-02-03,18.955,5.3640911617565346,45.026778882938004
33,2012-02-04,18.955,0.0,45.026778882938004
34,2012-02-05,18.955,0.0,45.026778882938004
35,2012-02-06,19.1425,0.9891849116328233,46.461361897475115
36,2012-02-07,19.0025,-0.7313569283008858,45.390206579954096
37,2012-02-08,18.5925,-2.1576108406788586,42.25325172149963
38,2012-02-09,17.6475,-5.082694634933437,35.02295332823262
39,2012-02-10,16.05525,-9.022524436889078,22.840474368783493
40,2012-02-11,16.05525,0.0,22.840474368783493
41,2012-02-12,16.05525,0.0,22.840474368783493
42,2012-02-13,17.42,8.500334781457774,33.28232593726093
43,2012-02-14,16.8325,-3.3725602755453665,28.787299158377966
44,2012-02-15,15.8475,-5.8517748403386305,21.250956388676357
45,2012-02-16,16.425,3.6441079034547963,25.66947207345065
46,2012-02-17,16.67,1.491628614916296,27.543993879112485
47,2012-02-18,16.67,0.0,27.543993879112485
48,2012-02-19,16.67,0.0,27.543993879112485
49,2012-02-20,16.67,0.0,27.543993879112485
50,2012-02-21,16.6825,0.07498500299940591,27.639632746748298
51,2012-02-22,17.1175,2.607522853289357,30.967865340474376
52,2012-02-23,18.25,6.616036220242449,39.63274674827852
53,2012-02-24,17.5525,-3.8219178082191885,34.296097934200475
54,2012-02-25,17.5525,0.0,34.296097934200475
55,2012-02-26,17.5525,0.0,34.296097934200475
56,2012-02-27,17.4125,-0.7976071784645877,33.224942616679456
57,2012-02-28,17.59,1.0193826274228268,34.5830145371079
58,2012-02-29,17.865,1.563388288800449,36.687069625095646
59,2012-03-01,18.2125,1.9451441365799127,39.345830145371096
60,2012-03-02,18.09,-0.6726149622511945,38.40856924254019
61,2012-03-03,18.09,0.0,38.40856924254019
62,2012-03-04,18.09,0.0,38.40856924254019
63,2012-03-05,18.125,0.1934770591486945,38.67635807192045
64,2012-03-06,16.7025,-7.848275862068965,27.79265493496559
