,date,equity,Daily PnL(%),Cumulative PnL(%)
0,2012-01-02,125.5,0.0,0.0
1,2012-01-03,127.495,1.589641434262945,1.589641434262945
2,2012-01-04,127.7,0.16079061923996996,1.7529880478087678
3,2012-01-05,128.03999,0.2662411902897288,2.0238964143426186
4,2012-01-06,127.71,-0.25772416883194094,1.760956175298789
5,2012-01-07,127.71,0.0,1.760956175298789
6,2012-01-08,127.71,0.0,1.760956175298789
7,2012-01-09,128.02,0.24273745203979846,2.007968127490045
8,2012-01-10,129.13,0.8670520231213841,2.8924302788844614
9,2012-01-11,129.2,0.05420893673042659,2.948207171314743
10,2012-01-12,129.50999,0.23993034055727058,3.1952111553784857
11,2012-01-13,128.84,-0.517326887292624,2.661354581673314
12,2012-01-14,128.84,0.0,2.661354581673314
13,2012-01-15,128.84,0.0,2.661354581673314
14,2012-01-16,128.84,0.0,2.661354581673314
15,2012-01-17,129.34,0.38807823657249774,3.059760956175306
16,2012-01-18,130.77,1.1056131127261448,4.199203187250999
17,2012-01-19,131.46001,0.5276516020493949,4.74901195219124
18,2012-01-20,131.53999,0.06083979455042687,4.81274103585656
19,2012-01-21,131.53999,0.0,4.81274103585656
20,2012-01-22,131.53999,0.0,4.81274103585656
21,2012-01-23,131.61,0.0532233581590047,4.868525896414355
22,2012-01-24,131.46001,-0.11396550414102258,4.74901195219124
23,2012-01-25,132.56,0.8367487572836785,5.625498007968122
24,2012-01-26,131.88,-0.5129752564876355,5.083665338645416
25,2012-01-27,131.82001,-0.04548832271762393,5.035864541832669
26,2012-01-28,131.82001,0.0,5.035864541832669
27,2012-01-29,131.82001,0.0,5.035864541832669
28,2012-01-30,131.37,-0.3413821619342894,4.6772908366533805
29,2012-01-31,131.32001,-0.03805282789069997,4.637458167330655
30,2012-02-01,132.47,0.8757157420259176,5.553784860557753
31,2012-02-02,132.67999,0.1585189099418738,5.721107569721107
32,2012-02-03,134.53999,1.401869264536404,7.203179282868488
33,2012-02-04,134.53999,0.0,7.203179282868488
34,2012-02-05,134.53999,0.0,7.203179282868488
35,2012-02-06,134.45,-0.0668871760730716,7.131474103585633
36,2012-02-07,134.78999,0.25287467460022306,7.402382470119506
37,2012-02-08,135.19,0.296765360691853,7.7211155378486
38,2012-02-09,135.36,0.1257489459279615,7.856573705179293
39,2012-02-10,134.36099,-0.7380393026004906,7.0605498007968
40,2012-02-11,134.36099,0.0,7.0605498007968
41,2012-02-12,134.36099,0.0,7.0605498007968
42,2012-02-13,135.36,0.7435268227779623,7.856573705179293
43,2012-02-14,135.19,-0.12559101654847638,7.7211155378486
44,2012-02-15,134.56,-0.4660107996153573,7.219123505976088
45,2012-02-16,136.049,1.1065695600475767,8.405577689243039
46,2012-02-17,136.41,0.26534557402111414,8.69322709163347
47,2012-02-18,136.41,0.0,8.69322709163347
48,2012-02-19,136.41,0.0,8.69322709163347
49,2012-02-20,136.41,0.0,8.69322709163347
50,2012-02-21,136.47,0.04398504508467127,8.74103585657371
51,2012-02-22,136.032,-0.3209496592657679,8.392031872509964
52,2012-02-23,136.631,0.44033756763113274,8.869322709163342
53,2012-02-24,136.92999,0.21883028009748173,9.107561752988037
54,2012-02-25,136.92999,0.0,9.107561752988037
55,2012-02-26,136.92999,0.0,9.107561752988037
56,2012-02-27,137.16,0.1679763505423315,9.290836653386435
57,2012-02-28,137.55901,0.29090842811314577,9.608772908366504
58,2012-02-29,137.02,-0.3918391096301099,9.179282868525874
59,2012-03-01,137.73,0.5181725295577033,9.745019920318665
60,2012-03-02,137.312,-0.30349234008565373,9.411952191235029
61,2012-03-03,137.312,0.0,9.411952191235029
62,2012-03-04,137.312,0.0,9.411952191235029
63,2012-03-05,136.75,-0.4092868795152693,8.96414342629479
64,2012-03-06,134.75,-1.4625228519195566,7.370517928286824
65,2012-03-07,135.69,0.6975881261595429,8.119521912350546
66,2012-03-08,137.03999,0.9949075097648974,9.195211155378423
