,date,Daily PnL(%),Growth Factor,equity,Cumulative PnL(%)
0,2012-01-02,0.0,1.0,1.0,0.0
1,2012-01-03,4.992348890589127,1.0499234889058913,1.0499234889058913,4.992348890589127
2,2012-01-04,1.8582619785024512,1.0185826197850245,1.0694338179035958,6.943381790359582
3,2012-01-05,2.3609372205330104,1.02360937220533,1.094682478959449,9.468247895944891
4,2012-01-06,1.6250218416914208,1.0162502184169142,1.112471308339709,11.247130833970909
5,2012-01-07,0.0,1.0,1.112471308339709,11.247130833970909
6,2012-01-08,0.0,1.0,1.112471308339709,11.247130833970909
7,2012-01-09,1.375515818431916,1.0137551581843192,1.1277735271614382,12.77735271614382
8,2012-01-10,1.9335142469470767,1.0193351424694708,1.149579188982402,14.957918898240209
9,2012-01-11,-1.6971713810316147,0.9830282861896839,1.1300688599846973,13.00688599846973
10,2012-01-12,1.387948544346651,1.0138794854434665,1.1457536342769696,14.575363427696963
11,2012-01-13,-2.5375626043405597,0.9746243739565944,1.1166794185156843,11.66794185156843
12,2012-01-14,0.0,1.0,1.1166794185156843,11.66794185156843
13,2012-01-15,0.0,1.0,1.1166794185156843,11.66794185156843
14,2012-01-16,0.0,1.0,1.1166794185156843,11.66794185156843
15,2012-01-17,0.8393285371702586,1.0083932853717026,1.1260520275439934,12.605202754399336
16,2012-01-18,3.5841685068795703,1.0358416850687957,1.166411629686304,16.641162968630407
17,2012-01-19,2.738602820596925,1.0273860282059692,1.1983550114766637,19.835501147666367
18,2012-01-20,3.0007980845969673,1.0300079808459697,1.2343152257077272,23.43152257077272
19,2012-01-21,0.0,1.0,1.2343152257077272,23.43152257077272
20,2012-01-22,0.0,1.0,1.2343152257077272,23.43152257077272
21,2012-01-23,2.494963582829701,1.024949635828297,1.2651109410864572,26.511094108645715
22,2012-01-24,-0.49894163894768084,0.9950105836105232,1.2587987758224939,25.87987758224939
23,2012-01-25,4.51299194651269,1.045129919465127,1.3156082631981634,31.560826319816336
24,2012-01-26,-0.40709508578075093,0.9959290491421925,1.3102524866105583,31.025248661055826
25,2012-01-27,2.510948905109478,1.0251094890510948,1.3431522570772758,34.31522570772758
26,2012-01-28,0.0,1.0,1.3431522570772758,34.31522570772758
27,2012-01-29,0.0,1.0,1.3431522570772758,34.31522570772758
28,2012-01-30,-3.161492452292791,0.9683850754770721,1.3006885998469775,30.06885998469775
29,2012-01-31,0.17647058823531125,1.0017647058823531,1.302983932670237,30.298393267023705
30,2012-02-01,2.539635936582485,1.0253963593658248,1.336074980872226,33.60749808722261
31,2012-02-02,3.020758768790266,1.0302075876879027,1.3764345830145368,37.64345830145368
32,2012-02-03,5.3640911617565346,1.0536409116175653,1.45026778882938,45.026778882938004
33,2012-02-04,0.0,1.0,1.45026778882938,45.026778882938004
34,2012-02-05,0.0,1.0,1.45026778882938,45.026778882938004
35,2012-02-06,0.9891849116328233,1.0098918491163282,1.4646136189747512,46.461361897475115
36,2012-02-07,-0.7313569283008858,0.9926864307169911,1.453902065799541,45.390206579954096
37,2012-02-08,-2.1576108406788586,0.9784238915932114,1.4225325172149963,42.25325172149963
38,2012-02-09,-5.082694634933437,0.9491730536506656,1.3502295332823262,35.02295332823262
39,2012-02-10,-9.022524436889078,0.9097747556311092,1.228404743687835,22.840474368783493
40,2012-02-11,0.0,1.0,1.228404743687835,22.840474368783493
41,2012-02-12,0.0,1.0,1.228404743687835,22.840474368783493
42,2012-02-13,8.500334781457774,1.0850033478145777,1.3328232593726093,33.28232593726093
43,2012-02-14,-3.3725602755453665,0.9662743972445463,1.2878729915837797,28.787299158377966
44,2012-02-15,-5.8517748403386305,0.9414822515966137,1.2125095638867636,21.250956388676357
45,2012-02-16,3.6441079034547963,1.036441079034548,1.2566947207345065,25.66947207345065
46,2012-02-17,1.491628614916296,1.014916286149163,1.2754399387911248,27.543993879112485
47,2012-02-18,0.0,1.0,1.2754399387911248,27.543993879112485
48,2012-02-19,0.0,1.0,1.2754399387911248,27.543993879112485
49,2012-02-20,0.0,1.0,1.2754399387911248,27.543993879112485
50,2012-02-21,0.07498500299940591,1.000749850029994,1.276396327467483,27.639632746748298
51,2012-02-22,2.607522853289357,1.0260752285328936,1.3096786534047438,30.967865340474376
52,2012-02-23,6.616036220242449,1.0661603622024245,1.3963274674827852,39.63274674827852
53,2012-02-24,-3.8219178082191885,0.9617808219178081,1.3429609793420048,34.296097934200475
54,2012-02-25,0.0,1.0,1.3429609793420048,34.296097934200475
55,2012-02-26,0.0,1.0,1.3429609793420048,34.296097934200475
56,2012-02-27,-0.7976071784645877,0.9920239282153541,1.3322494261667945,33.224942616679456
57,2012-02-28,1.0193826274228268,1.0101938262742283,1.345830145371079,34.5830145371079
