date,position_0_pnl,position_1_pnl,daily_pnl,is_rebalancing_day,is_trading_day,cumulative_pnl
2012-02-17,-0.008181818181818182,-0.0303125,-0.038494318181818185,False,True,-0.6640624999999999
2012-02-18,0.0,0.0,0.0,False,False,-0.6640624999999999
2012-02-19,0.0,0.0,0.0,False,False,-0.6640624999999999
2012-02-20,0.0,0.0,0.0,False,False,-0.6640624999999999
2012-02-21,0.0,-0.0303125,-0.0303125,False,True,-0.6943749999999999
2012-02-22,0.0,-0.0303125,-0.0303125,False,True,-0.7246874999999998
2012-02-23,0.0,-0.0303125,-0.0303125,False,True,-0.7549999999999998
2012-02-24,0.0,-0.0303125,-0.0303125,False,True,-0.7853124999999997
2012-02-25,0.0,0.0,0.0,False,False,-0.7853124999999997
2012-02-26,0.0,0.0,0.0,False,False,-0.7853124999999997
2012-02-27,0.0,-0.0303125,-0.0303125,False,True,-0.8156249999999997
2012-02-28,0.0,-0.0303125,-0.0303125,False,True,-0.8459374999999997
2012-02-29,0.0,-0.0303125,-0.0303125,False,True,-0.8762499999999996
2012-03-01,-0.0303125,0.06277777777777777,0.032465277777777767,True,True,-0.8437847222222219
2012-03-02,-0.0303125,0.06277777777777777,0.032465277777777767,False,True,-0.8113194444444441
2012-03-03,0.0,0.0,0.0,False,False,-0.8113194444444441
2012-03-04,0.0,0.0,0.0,False,False,-0.8113194444444441
2012-03-05,-0.0303125,0.06277777777777777,0.032465277777777767,False,True,-0.7788541666666664
2012-03-06,-0.0303125,0.06277777777777777,0.032465277777777767,False,True,-0.7463888888888887
2012-03-07,-0.0303125,0.06277777777777777,0.032465277777777767,False,True,-0.7139236111111109
2012-03-08,-0.0303125,0.06277777777777777,0.032465277777777767,False,True,-0.6814583333333332
2012-03-09,-0.0303125,0.06277777777777777,0.032465277777777767,False,True,-0.6489930555555554
2012-03-10,0.0,0.0,0.0,False,False,-0.6489930555555554
2012-03-11,0.0,0.0,0.0,False,False,-0.6489930555555554
2012-03-12,-0.0303125,0.06277777777777777,0.032465277777777767,False,True,-0.6165277777777777
2012-03-13,-0.0303125,0.06277777777777777,0.032465277777777767,False,True,-0.5840624999999999
2012-03-14,-0.0303125,0.06277777777777777,0.032465277777777767,False,True,-0.5515972222222222
2012-03-15,-0.0303125,0.06277777777777777,0.032465277777777767,False,True,-0.5191319444444444
2012-03-16,-0.0303125,0.06277777777777777,0.032465277777777767,False,True,-0.4866666666666667
2012-03-17,0.0,0.0,0.0,False,False,-0.4866666666666667
2012-03-18,0.0,0.0,0.0,False,False,-0.4866666666666667
2012-03-19,0.0,0.06277777777777777,0.06277777777777777,False,True,-0.4238888888888889
2012-03-20,0.0,0.06277777777777777,0.06277777777777777,False,True,-0.36111111111111116
2012-03-21,0.0,0.06277777777777777,0.06277777777777777,False,True,-0.2983333333333334
2012-03-22,0.0,0.06277777777777777,0.06277777777777777,False,True,-0.23555555555555563
2012-03-23,0.0,0.06277777777777777,0.06277777777777777,False,True,-0.17277777777777786
2012-03-24,0.0,0.0,0.0,False,False,-0.17277777777777786
2012-03-25,0.0,0.0,0.0,False,False,-0.17277777777777786
2012-03-26,0.0,0.06277777777777777,0.06277777777777777,False,True,-0.1100000000000001
2012-03-27,0.0,0.06277777777777777,0.06277777777777777,False,True,-0.04722222222222233
2012-03-28,0.0,0.06277777777777777,0.06277777777777777,False,True,0.015555555555555434
2012-03-29,0.0,0.06277777777777777,0.06277777777777777,False,True,0.0783333333333332
2012-03-30,0.0,0.06277777777777777,0.06277777777777777,False,True,0.14111111111111097
2012-03-31,0.0,0.0,0.0,False,False,0.14111111111111097
2012-04-01,0.0,0.0,0.0,False,False,0.14111111111111097
2012-04-02,0.06277777777777777,-0.12205882352941178,-0.05928104575163401,True,True,0.08183006535947696
2012-04-03,0.06277777777777777,-0.12205882352941178,-0.05928104575163401,False,True,0.022549019607842946
2012-04-04,0.06277777777777777,-0.12205882352941178,-0.05928104575163401,False,True,-0.03673202614379106
2012-04-05,0.06277777777777777,-0.12205882352941178,-0.05928104575163401,False,True,-0.09601307189542507
2012-04-06,0.0,0.0,0.0,False,False,-0.09601307189542507
2012-04-07,0.0,0.0,0.0,False,False,-0.09601307189542507
2012-04-08,0.0,0.0,0.0,False,False,-0.09601307189542507
2012-04-09,0.06277777777777777,-0.12205882352941178,-0.05928104575163401,False,True,-0.15529411764705908
2012-04-10,0.06277777777777777,-0.12205882352941178,-0.05928104575163401,False,True,-0.2145751633986931
2012-04-11,0.06277777777777777,-0.12205882352941178,-0.05928104575163401,False,True,-0.2738562091503271
2012-04-12,0.06277777777777777,-0.12205882352941178,-0.05928104575163401,False,True,-0.3331372549019611
2012-04-13,0.06277777777777777,-0.12205882352941178,-0.05928104575163401,False,True,-0.3924183006535951
2012-04-14,0.0,0.0,0.0,False,False,-0.3924183006535951
2012-04-15,0.0,0.0,0.0,False,False,-0.3924183006535951
2012-04-16,0.06277777777777777,-0.12205882352941178,-0.05928104575163401,False,True,-0.45169934640522913
2012-04-17,0.06277777777777777,-0.12205882352941178,-0.05928104575163401,False,True,-0.5109803921568632
2012-04-18,0.06277777777777777,-0.12205882352941178,-0.05928104575163401,False,True,-0.5702614379084971
2012-04-19,0.06277777777777777,-0.12205882352941178,-0.05928104575163401,False,True,-0.6295424836601311
2012-04-20,0.06277777777777777,-0.12205882352941178,-0.05928104575163401,False,True,-0.6888235294117651
2012-04-21,0.0,0.0,0.0,False,False,-0.6888235294117651
2012-04-22,0.0,0.0,0.0,False,False,-0.6888235294117651
2012-04-23,0.0,-0.12205882352941178,-0.12205882352941178,False,True,-0.8108823529411768
2012-04-24,0.0,-0.12205882352941178,-0.12205882352941178,False,True,-0.9329411764705886
2012-04-25,0.0,-0.12205882352941178,-0.12205882352941178,False,True,-1.0550000000000004
2012-04-26,0.0,-0.12205882352941178,-0.12205882352941178,False,True,-1.1770588235294122
2012-04-27,0.0,-0.12205882352941178,-0.12205882352941178,False,True,-1.299117647058824
2012-04-28,0.0,0.0,0.0,False,False,-1.299117647058824
2012-04-29,0.0,0.0,0.0,False,False,-1.299117647058824
2012-04-30,0.0,-0.12205882352941178,-0.12205882352941178,False,True,-1.4211764705882357
2012-05-01,-0.12205882352941178,0.06575757575757575,-0.056301247771836024,True,True,-1.4774777183600718
2012-05-02,-0.12205882352941178,0.06575757575757575,-0.056301247771836024,False,True,-1.533778966131908
2012-05-03,-0.12205882352941178,0.06575757575757575,-0.056301247771836024,False,True,-1.590080213903744
2012-05-04,-0.12205882352941178,0.06575757575757575,-0.056301247771836024,False,True,-1.64638146167558
2012-05-05,0.0,0.0,0.0,False,False,-1.64638146167558
2012-05-06,0.0,0.0,0.0,False,False,-1.64638146167558
2012-05-07,-0.12205882352941178,0.06575757575757575,-0.056301247771836024,False,True,-1.7026827094474162
2012-05-08,-0.12205882352941178,0.06575757575757575,-0.056301247771836024,False,True,-1.7589839572192523
2012-05-09,-0.12205882352941178,0.06575757575757575,-0.056301247771836024,False,True,-1.8152852049910884
2012-05-10,-0.12205882352941178,0.06575757575757575,-0.056301247771836024,False,True,-1.8715864527629245
2012-05-11,-0.12205882352941178,0.06575757575757575,-0.056301247771836024,False,True,-1.9278877005347606
2012-05-12,0.0,0.0,0.0,False,False,-1.9278877005347606
2012-05-13,0.0,0.0,0.0,False,False,-1.9278877005347606
2012-05-14,-0.12205882352941178,0.06575757575757575,-0.056301247771836024,False,True,-1.9841889483065966
2012-05-15,-0.12205882352941178,0.06575757575757575,-0.056301247771836024,False,True,-2.0404901960784327
2012-05-16,-0.12205882352941178,0.06575757575757575,-0.056301247771836024,False,True,-2.0967914438502686
2012-05-17,-0.12205882352941178,0.06575757575757575,-0.056301247771836024,False,True,-2.1530926916221045
2012-05-18,-0.12205882352941178,0.06575757575757575,-0.056301247771836024,False,True,-2.2093939393939404
2012-05-19,0.0,0.0,0.0,False,False,-2.2093939393939404
2012-05-20,0.0,0.0,0.0,False,False,-2.2093939393939404
2012-05-21,0.0,0.06575757575757575,0.06575757575757575,False,True,-2.1436363636363645
2012-05-22,0.0,0.06575757575757575,0.06575757575757575,False,True,-2.0778787878787885
2012-05-23,0.0,0.06575757575757575,0.06575757575757575,False,True,-2.0121212121212126
2012-05-24,0.0,0.06575757575757575,0.06575757575757575,False,True,-1.946363636363637
2012-05-25,0.0,0.06575757575757575,0.06575757575757575,False,True,-1.8806060606060613
2012-05-26,0.0,0.0,0.0,False,False,-1.8806060606060613
2012-05-27,0.0,0.0,0.0,False,False,-1.8806060606060613
2012-05-28,0.0,0.0,0.0,False,False,-1.8806060606060613
2012-05-29,0.0,0.06575757575757575,0.06575757575757575,False,True,-1.8148484848484856
2012-05-30,0.0,0.06575757575757575,0.06575757575757575,False,True,-1.74909090909091
2012-05-31,0.0,0.06575757575757575,0.06575757575757575,False,True,-1.6833333333333342
2012-06-01,0.06575757575757575,0.032285714285714286,0.09804329004329004,True,True,-1.585290043290044
2012-06-02,0.0,0.0,0.0,False,False,-1.585290043290044
2012-06-03,0.0,0.0,0.0,False,False,-1.585290043290044
2012-06-04,0.06575757575757575,0.032285714285714286,0.09804329004329004,False,True,-1.4872467532467541
2012-06-05,0.06575757575757575,0.032285714285714286,0.09804329004329004,False,True,-1.3892034632034642
2012-06-06,0.06575757575757575,0.032285714285714286,0.09804329004329004,False,True,-1.2911601731601743
2012-06-07,0.06575757575757575,0.032285714285714286,0.09804329004329004,False,True,-1.1931168831168844
2012-06-08,0.06575757575757575,0.032285714285714286,0.09804329004329004,False,True,-1.0950735930735944
2012-06-09,0.0,0.0,0.0,False,False,-1.0950735930735944
2012-06-10,0.0,0.0,0.0,False,False,-1.0950735930735944
2012-06-11,0.06575757575757575,0.032285714285714286,0.09804329004329004,False,True,-0.9970303030303044
2012-06-12,0.06575757575757575,0.032285714285714286,0.09804329004329004,False,True,-0.8989870129870143
2012-06-13,0.06575757575757575,0.032285714285714286,0.09804329004329004,False,True,-0.8009437229437243
2012-06-14,0.06575757575757575,0.032285714285714286,0.09804329004329004,False,True,-0.7029004329004342
2012-06-15,0.06575757575757575,0.032285714285714286,0.09804329004329004,False,True,-0.6048571428571442
2012-06-16,0.0,0.0,0.0,False,False,-0.6048571428571442
2012-06-17,0.0,0.0,0.0,False,False,-0.6048571428571442
2012-06-18,0.0,0.032285714285714286,0.032285714285714286,False,True,-0.57257142857143
2012-06-19,0.0,0.032285714285714286,0.032285714285714286,False,True,-0.5402857142857157
2012-06-20,0.0,0.032285714285714286,0.032285714285714286,False,True,-0.5080000000000015
2012-06-21,0.0,0.032285714285714286,0.032285714285714286,False,True,-0.47571428571428714
2012-06-22,0.0,0.032285714285714286,0.032285714285714286,False,True,-0.44342857142857284
2012-06-23,0.0,0.0,0.0,False,False,-0.44342857142857284
2012-06-24,0.0,0.0,0.0,False,False,-0.44342857142857284
2012-06-25,0.0,0.032285714285714286,0.032285714285714286,False,True,-0.41114285714285853
2012-06-26,0.0,0.032285714285714286,0.032285714285714286,False,True,-0.3788571428571442
2012-06-27,0.0,0.032285714285714286,0.032285714285714286,False,True,-0.3465714285714299
2012-06-28,0.0,0.032285714285714286,0.032285714285714286,False,True,-0.3142857142857156
2012-06-29,0.0,0.032285714285714286,0.032285714285714286,False,True,-0.2820000000000013
2012-06-30,0.0,0.0,0.0,False,False,-0.2820000000000013
2012-07-01,0.0,0.0,0.0,False,False,-0.2820000000000013
2012-07-02,0.032285714285714286,0.03323529411764706,0.06552100840336134,True,True,-0.21647899159663997
2012-07-03,0.032285714285714286,0.03323529411764706,0.06552100840336134,False,True,-0.15095798319327863
2012-07-04,0.0,0.0,0.0,False,False,-0.15095798319327863
2012-07-05,0.032285714285714286,0.03323529411764706,0.06552100840336134,False,True,-0.0854369747899173
2012-07-06,0.032285714285714286,0.03323529411764706,0.06552100840336134,False,True,-0.01991596638655596
2012-07-07,0.0,0.0,0.0,False,False,-0.01991596638655596
2012-07-08,0.0,0.0,0.0,False,False,-0.01991596638655596
2012-07-09,0.032285714285714286,0.03323529411764706,0.06552100840336134,False,True,0.045605042016805375
2012-07-10,0.032285714285714286,0.03323529411764706,0.06552100840336134,False,True,0.11112605042016671
2012-07-11,0.032285714285714286,0.03323529411764706,0.06552100840336134,False,True,0.17664705882352805
2012-07-12,0.032285714285714286,0.03323529411764706,0.06552100840336134,False,True,0.24216806722688938
2012-07-13,0.032285714285714286,0.03323529411764706,0.06552100840336134,False,True,0.3076890756302507
2012-07-14,0.0,0.0,0.0,False,False,0.3076890756302507
2012-07-15,0.0,0.0,0.0,False,False,0.3076890756302507
2012-07-16,0.032285714285714286,0.03323529411764706,0.06552100840336134,False,True,0.37321008403361206
2012-07-17,0.032285714285714286,0.03323529411764706,0.06552100840336134,False,True,0.4387310924369734
2012-07-18,0.032285714285714286,0.03323529411764706,0.06552100840336134,False,True,0.5042521008403347
2012-07-19,0.032285714285714286,0.03323529411764706,0.06552100840336134,False,True,0.569773109243696
2012-07-20,0.032285714285714286,0.03323529411764706,0.06552100840336134,False,True,0.6352941176470572
2012-07-21,0.0,0.0,0.0,False,False,0.6352941176470572
2012-07-22,0.0,0.0,0.0,False,False,0.6352941176470572
2012-07-23,0.0,0.03323529411764706,0.03323529411764706,False,True,0.6685294117647043
2012-07-24,0.0,0.03323529411764706,0.03323529411764706,False,True,0.7017647058823513
2012-07-25,0.0,0.03323529411764706,0.03323529411764706,False,True,0.7349999999999983
2012-07-26,0.0,0.03323529411764706,0.03323529411764706,False,True,0.7682352941176454
2012-07-27,0.0,0.03323529411764706,0.03323529411764706,False,True,0.8014705882352924
2012-07-28,0.0,0.0,0.0,False,False,0.8014705882352924
2012-07-29,0.0,0.0,0.0,False,False,0.8014705882352924
2012-07-30,0.0,0.03323529411764706,0.03323529411764706,False,True,0.8347058823529394
2012-07-31,0.0,0.03323529411764706,0.03323529411764706,False,True,0.8679411764705864
2012-08-01,0.03323529411764706,-0.0045945945945945945,0.02864069952305246,True,True,0.8965818759936389
2012-08-02,0.03323529411764706,-0.0045945945945945945,0.02864069952305246,False,True,0.9252225755166914
2012-08-03,0.03323529411764706,-0.0045945945945945945,0.02864069952305246,False,True,0.9538632750397439
2012-08-04,0.0,0.0,0.0,False,False,0.9538632750397439
2012-08-05,0.0,0.0,0.0,False,False,0.9538632750397439
2012-08-06,0.03323529411764706,-0.0045945945945945945,0.02864069952305246,False,True,0.9825039745627964
2012-08-07,0.03323529411764706,-0.0045945945945945945,0.02864069952305246,False,True,1.0111446740858487
2012-08-08,0.03323529411764706,-0.0045945945945945945,0.02864069952305246,False,True,1.039785373608901
2012-08-09,0.03323529411764706,-0.0045945945945945945,0.02864069952305246,False,True,1.0684260731319535
2012-08-10,0.03323529411764706,-0.0045945945945945945,0.02864069952305246,False,True,1.0970667726550059
2012-08-11,0.0,0.0,0.0,False,False,1.0970667726550059
2012-08-12,0.0,0.0,0.0,False,False,1.0970667726550059
2012-08-13,0.03323529411764706,-0.0045945945945945945,0.02864069952305246,False,True,1.1257074721780582
2012-08-14,0.03323529411764706,-0.0045945945945945945,0.02864069952305246,False,True,1.1543481717011106
2012-08-15,0.03323529411764706,-0.0045945945945945945,0.02864069952305246,False,True,1.182988871224163
2012-08-16,0.03323529411764706,-0.0045945945945945945,0.02864069952305246,False,True,1.2116295707472153
2012-08-17,0.03323529411764706,-0.0045945945945945945,0.02864069952305246,False,True,1.2402702702702677
2012-08-18,0.0,0.0,0.0,False,False,1.2402702702702677
2012-08-19,0.0,0.0,0.0,False,False,1.2402702702702677
2012-08-20,0.0,-0.0045945945945945945,-0.0045945945945945945,False,True,1.235675675675673
2012-08-21,0.0,-0.0045945945945945945,-0.0045945945945945945,False,True,1.2310810810810784
2012-08-22,0.0,-0.0045945945945945945,-0.0045945945945945945,False,True,1.2264864864864837
2012-08-23,0.0,-0.0045945945945945945,-0.0045945945945945945,False,True,1.221891891891889
2012-08-24,0.0,-0.0045945945945945945,-0.0045945945945945945,False,True,1.2172972972972944
2012-08-25,0.0,0.0,0.0,False,False,1.2172972972972944
2012-08-26,0.0,0.0,0.0,False,False,1.2172972972972944
2012-08-27,0.0,-0.0045945945945945945,-0.0045945945945945945,False,True,1.2127027027026998
2012-08-28,0.0,-0.0045945945945945945,-0.0045945945945945945,False,True,1.208108108108105
2012-08-29,0.0,-0.0045945945945945945,-0.0045945945945945945,False,True,1.2035135135135104
2012-08-30,0.0,-0.0045945945945945945,-0.0045945945945945945,False,True,1.1989189189189158
2012-08-31,0.0,-0.0045945945945945945,-0.0045945945945945945,False,True,1.1943243243243211
2012-09-01,0.0,0.0,0.0,False,False,1.1943243243243211
2012-09-02,0.0,0.0,0.0,False,False,1.1943243243243211
2012-09-03,0.0,0.0,0.0,False,False,1.1943243243243211
2012-09-04,-0.0045945945945945945,0.07058823529411765,0.06599364069952306,True,True,1.260317965023844
2012-09-05,-0.0045945945945945945,0.07058823529411765,0.06599364069952306,False,True,1.326311605723367
2012-09-06,-0.0045945945945945945,0.07058823529411765,0.06599364069952306,False,True,1.39230524642289
2012-09-07,-0.0045945945945945945,0.07058823529411765,0.06599364069952306,False,True,1.458298887122413
2012-09-08,0.0,0.0,0.0,False,False,1.458298887122413
2012-09-09,0.0,0.0,0.0,False,False,1.458298887122413
2012-09-10,-0.0045945945945945945,0.07058823529411765,0.06599364069952306,False,True,1.524292527821936
2012-09-11,-0.0045945945945945945,0.07058823529411765,0.06599364069952306,False,True,1.5902861685214589
2012-09-12,-0.0045945945945945945,0.07058823529411765,0.06599364069952306,False,True,1.6562798092209818
2012-09-13,-0.0045945945945945945,0.07058823529411765,0.06599364069952306,False,True,1.7222734499205048
2012-09-14,-0.0045945945945945945,0.07058823529411765,0.06599364069952306,False,True,1.7882670906200278
2012-09-15,0.0,0.0,0.0,False,False,1.7882670906200278
2012-09-16,0.0,0.0,0.0,False,False,1.7882670906200278
2012-09-17,-0.0045945945945945945,0.07058823529411765,0.06599364069952306,False,True,1.8542607313195507
2012-09-18,-0.0045945945945945945,0.07058823529411765,0.06599364069952306,False,True,1.9202543720190737
2012-09-19,-0.0045945945945945945,0.07058823529411765,0.06599364069952306,False,True,1.9862480127185966
2012-09-20,-0.0045945945945945945,0.07058823529411765,0.06599364069952306,False,True,2.0522416534181196
2012-09-21,-0.0045945945945945945,0.07058823529411765,0.06599364069952306,False,True,2.1182352941176426
2012-09-22,0.0,0.0,0.0,False,False,2.1182352941176426
2012-09-23,0.0,0.0,0.0,False,False,2.1182352941176426
2012-09-24,0.0,0.07058823529411765,0.07058823529411765,False,True,2.1888235294117604
2012-09-25,0.0,0.07058823529411765,0.07058823529411765,False,True,2.2594117647058782
2012-09-26,0.0,0.07058823529411765,0.07058823529411765,False,True,2.329999999999996
2012-09-27,0.0,0.07058823529411765,0.07058823529411765,False,True,2.400588235294114
2012-09-28,0.0,0.07058823529411765,0.07058823529411765,False,True,2.4711764705882318
2012-09-29,0.0,0.0,0.0,False,False,2.4711764705882318
2012-09-30,0.0,0.0,0.0,False,False,2.4711764705882318
2012-10-01,0.07058823529411765,-0.012727272727272726,0.05786096256684492,True,True,2.529037433155077
2012-10-02,0.07058823529411765,-0.012727272727272726,0.05786096256684492,False,True,2.5868983957219216
2012-10-03,0.07058823529411765,-0.012727272727272726,0.05786096256684492,False,True,2.6447593582887663
2012-10-04,0.07058823529411765,-0.012727272727272726,0.05786096256684492,False,True,2.702620320855611
2012-10-05,0.07058823529411765,-0.012727272727272726,0.05786096256684492,False,True,2.7604812834224557
2012-10-06,0.0,0.0,0.0,False,False,2.7604812834224557
2012-10-07,0.0,0.0,0.0,False,False,2.7604812834224557
2012-10-08,0.07058823529411765,-0.012727272727272726,0.05786096256684492,False,True,2.8183422459893004
2012-10-09,0.07058823529411765,-0.012727272727272726,0.05786096256684492,False,True,2.876203208556145
2012-10-10,0.07058823529411765,-0.012727272727272726,0.05786096256684492,False,True,2.93406417112299
2012-10-11,0.07058823529411765,-0.012727272727272726,0.05786096256684492,False,True,2.9919251336898345
2012-10-12,0.07058823529411765,-0.012727272727272726,0.05786096256684492,False,True,3.049786096256679
2012-10-13,0.0,0.0,0.0,False,False,3.049786096256679
2012-10-14,0.0,0.0,0.0,False,False,3.049786096256679
2012-10-15,0.07058823529411765,-0.012727272727272726,0.05786096256684492,False,True,3.107647058823524
2012-10-16,0.07058823529411765,-0.012727272727272726,0.05786096256684492,False,True,3.1655080213903686
2012-10-17,0.07058823529411765,-0.012727272727272726,0.05786096256684492,False,True,3.2233689839572133
2012-10-18,0.07058823529411765,-0.012727272727272726,0.05786096256684492,False,True,3.281229946524058
2012-10-19,0.07058823529411765,-0.012727272727272726,0.05786096256684492,False,True,3.3390909090909027
2012-10-20,0.0,0.0,0.0,False,False,3.3390909090909027
2012-10-21,0.0,0.0,0.0,False,False,3.3390909090909027
2012-10-22,0.0,-0.012727272727272726,-0.012727272727272726,False,True,3.32636363636363
2012-10-23,0.0,-0.012727272727272726,-0.012727272727272726,False,True,3.3136363636363573
2012-10-24,0.0,-0.012727272727272726,-0.012727272727272726,False,True,3.3009090909090846
2012-10-25,0.0,-0.012727272727272726,-0.012727272727272726,False,True,3.288181818181812
2012-10-26,0.0,-0.012727272727272726,-0.012727272727272726,False,True,3.275454545454539
2012-10-27,0.0,0.0,0.0,False,False,3.275454545454539
2012-10-28,0.0,0.0,0.0,False,False,3.275454545454539
2012-10-29,0.0,0.0,0.0,False,False,3.275454545454539
2012-10-30,0.0,0.0,0.0,False,False,3.275454545454539
2012-10-31,0.0,-0.012727272727272726,-0.012727272727272726,False,True,3.2627272727272665
2012-11-01,-0.012727272727272726,0.06083333333333333,0.048106060606060604,True,True,3.3108333333333273
2012-11-02,-0.012727272727272726,0.06083333333333333,0.048106060606060604,False,True,3.358939393939388
2012-11-03,0.0,0.0,0.0,False,False,3.358939393939388
2012-11-04,0.0,0.0,0.0,False,False,3.358939393939388
2012-11-05,-0.012727272727272726,0.06083333333333333,0.048106060606060604,False,True,3.407045454545449
2012-11-06,-0.012727272727272726,0.06083333333333333,0.048106060606060604,False,True,3.4551515151515098
2012-11-07,-0.012727272727272726,0.06083333333333333,0.048106060606060604,False,True,3.5032575757575706
2012-11-08,-0.012727272727272726,0.06083333333333333,0.048106060606060604,False,True,3.5513636363636314
2012-11-09,-0.012727272727272726,0.06083333333333333,0.048106060606060604,False,True,3.599469696969692
2012-11-10,0.0,0.0,0.0,False,False,3.599469696969692
2012-11-11,0.0,0.0,0.0,False,False,3.599469696969692
2012-11-12,-0.012727272727272726,0.06083333333333333,0.048106060606060604,False,True,3.647575757575753
2012-11-13,-0.012727272727272726,0.06083333333333333,0.048106060606060604,False,True,3.695681818181814
2012-11-14,-0.012727272727272726,0.06083333333333333,0.048106060606060604,False,True,3.7437878787878747
2012-11-15,-0.012727272727272726,0.06083333333333333,0.048106060606060604,False,True,3.7918939393939355
2012-11-16,-0.012727272727272726,0.06083333333333333,0.048106060606060604,False,True,3.8399999999999963
2012-11-17,0.0,0.0,0.0,False,False,3.8399999999999963
2012-11-18,0.0,0.0,0.0,False,False,3.8399999999999963
2012-11-19,0.0,0.06083333333333333,0.06083333333333333,False,True,3.90083333333333
2012-11-20,0.0,0.06083333333333333,0.06083333333333333,False,True,3.9616666666666633
2012-11-21,0.0,0.06083333333333333,0.06083333333333333,False,True,4.022499999999996
2012-11-22,0.0,0.0,0.0,False,False,4.022499999999996
2012-11-23,0.0,0.06083333333333333,0.06083333333333333,False,True,4.0833333333333295
2012-11-24,0.0,0.0,0.0,False,False,4.0833333333333295
2012-11-25,0.0,0.0,0.0,False,False,4.0833333333333295
2012-11-26,0.0,0.06083333333333333,0.06083333333333333,False,True,4.144166666666663
2012-11-27,0.0,0.06083333333333333,0.06083333333333333,False,True,4.204999999999996
2012-11-28,0.0,0.06083333333333333,0.06083333333333333,False,True,4.265833333333329
2012-11-29,0.0,0.06083333333333333,0.06083333333333333,False,True,4.326666666666662
