,date,Daily PnL(%),Growth Factor,equity,Cumulative PnL(%)
0,2012-01-02,0.0,1.0,1.0,0.0
1,2012-01-03,1.589641434262945,1.0158964143426295,1.0158964143426295,1.589641434262945
2,2012-01-04,0.16079061923996996,1.0016079061923997,1.0175298804780877,1.7529880478087678
3,2012-01-05,0.2662411902897288,1.0026624119028973,1.0202389641434262,2.0238964143426186
4,2012-01-06,-0.25772416883194094,0.9974227583116806,1.017609561752988,1.760956175298789
5,2012-01-07,0.0,1.0,1.017609561752988,1.760956175298789
6,2012-01-08,0.0,1.0,1.017609561752988,1.760956175298789
7,2012-01-09,0.24273745203979846,1.002427374520398,1.0200796812749005,2.007968127490045
8,2012-01-10,0.8670520231213841,1.0086705202312138,1.0289243027888446,2.8924302788844614
9,2012-01-11,0.05420893673042659,1.0005420893673043,1.0294820717131474,2.948207171314743
10,2012-01-12,0.23993034055727058,1.0023993034055727,1.0319521115537849,3.1952111553784857
11,2012-01-13,-0.517326887292624,0.9948267311270738,1.0266135458167331,2.661354581673314
12,2012-01-14,0.0,1.0,1.0266135458167331,2.661354581673314
13,2012-01-15,0.0,1.0,1.0266135458167331,2.661354581673314
14,2012-01-16,0.0,1.0,1.0266135458167331,2.661354581673314
15,2012-01-17,0.38807823657249774,1.003880782365725,1.030597609561753,3.059760956175306
16,2012-01-18,1.1056131127261448,1.0110561311272614,1.04199203187251,4.199203187250999
17,2012-01-19,0.5276516020493949,1.005276516020494,1.0474901195219124,4.74901195219124
18,2012-01-20,0.06083979455042687,1.0006083979455043,1.0481274103585656,4.81274103585656
19,2012-01-21,0.0,1.0,1.0481274103585656,4.81274103585656
20,2012-01-22,0.0,1.0,1.0481274103585656,4.81274103585656
21,2012-01-23,0.0532233581590047,1.00053223358159,1.0486852589641436,4.868525896414355
22,2012-01-24,-0.11396550414102258,0.9988603449585898,1.0474901195219124,4.74901195219124
23,2012-01-25,0.8367487572836785,1.0083674875728368,1.0562549800796812,5.625498007968122
24,2012-01-26,-0.5129752564876355,0.9948702474351236,1.0508366533864542,5.083665338645416
25,2012-01-27,-0.04548832271762393,0.9995451167728238,1.0503586454183267,5.035864541832669
26,2012-01-28,0.0,1.0,1.0503586454183267,5.035864541832669
27,2012-01-29,0.0,1.0,1.0503586454183267,5.035864541832669
28,2012-01-30,-0.3413821619342894,0.9965861783806571,1.0467729083665338,4.6772908366533805
29,2012-01-31,-0.03805282789069997,0.999619471721093,1.0463745816733065,4.637458167330655
30,2012-02-01,0.8757157420259176,1.0087571574202592,1.0555378486055775,5.553784860557753
31,2012-02-02,0.1585189099418738,1.0015851890994187,1.057211075697211,5.721107569721107
32,2012-02-03,1.401869264536404,1.014018692645364,1.0720317928286849,7.203179282868488
