,date,Daily PnL(%),growth factor,equity,Cumulative PnL(%)
0,2012-01-02,0.0,1.0,1.0,0.0
1,2012-01-03,-0.03272727272728426,0.9996727272727272,0.9996727272727272,-0.0003272727272728426
2,2012-01-04,-0.03273798697754904,0.9996726201302245,0.9993454545454545,-0.0006545454545454632
3,2012-01-05,-0.032748708245400326,0.999672512917546,0.9990181818181818,-0.0009818181818181948
4,2012-01-06,-0.0327594365376771,0.9996724056346232,0.9986909090909092,-0.0013090909090908154
5,2012-01-07,0.0,1.0,0.9986909090909092,-0.0013090909090908154
6,2012-01-08,0.0,1.0,0.9986909090909092,-0.0013090909090908154
7,2012-01-09,-0.03277017186135156,0.9996722982813865,0.9983636363636365,-0.001636363636363547
8,2012-01-10,-0.032780914223284885,0.9996721908577672,0.9980363636363636,-0.0019636363636363896
9,2012-01-11,-0.032791663630393764,0.9996720833636961,0.997709090909091,-0.00229090909090901
10,2012-01-12,-0.0328024200896615,0.9996719757991034,0.9973818181818183,-0.0026181818181817418
11,2012-01-13,-0.03281318360799368,0.9996718681639201,0.9970545454545455,-0.0029454545454544734
12,2012-01-14,0.0,1.0,0.9970545454545455,-0.0029454545454544734
13,2012-01-15,0.0,1.0,0.9970545454545455,-0.0029454545454544734
14,2012-01-16,0.0,1.0,0.9970545454545455,-0.0029454545454544734
15,2012-01-17,-0.0328239541923403,0.9996717604580766,0.9967272727272729,-0.003272727272727094
16,2012-01-18,-0.032834731849695764,0.999671652681503,0.9964000000000002,-0.0035999999999998256
17,2012-01-19,-0.032845516586976764,0.9996715448341302,0.9960727272727276,-0.003927272727272446
18,2012-01-20,-0.03285630841122211,0.9996714369158878,0.9957454545454547,-0.004254545454545289
19,2012-01-21,0.0,1.0,0.9957454545454547,-0.004254545454545289
20,2012-01-22,0.0,1.0,0.9957454545454547,-0.004254545454545289
21,2012-01-23,-0.032867107329370704,0.9996713289267063,0.995418181818182,-0.00458181818181802
22,2012-01-24,-0.03287791334841694,0.9996712208665158,0.9950909090909094,-0.004909090909090641
23,2012-01-25,-0.03288872647543295,0.9996711127352457,0.9947636363636365,-0.0052363636363634836
24,2012-01-26,-0.03289954671734652,0.9996710045328265,0.9944363636363639,-0.005563636363636104
25,2012-01-27,-0.03291037408126307,0.9996708962591874,0.994109090909091,-0.005890909090908947
26,2012-01-28,0.0,1.0,0.994109090909091,-0.005890909090908947
27,2012-01-29,0.0,1.0,0.994109090909091,-0.005890909090908947
28,2012-01-30,-0.032921208574154814,0.9996707879142585,0.9937818181818182,-0.006218181818181789
29,2012-01-31,-0.03293205020307166,0.9996706794979693,0.9934545454545456,-0.00654545454545441
30,2012-02-01,-0.15499176427525851,0.9984500823572474,0.9919147727272728,-0.008085227272727202
31,2012-02-02,-0.15523236165131404,0.9984476763834869,0.990375,-0.009624999999999995
32,2012-02-03,-0.15547370715865982,0.9984452629284134,0.9888352272727274,-0.011164772727272565
33,2012-02-04,0.0,1.0,0.9888352272727274,-0.011164772727272565
34,2012-02-05,0.0,1.0,0.9888352272727274,-0.011164772727272565
35,2012-02-06,-0.15571580429224463,0.9984428419570776,0.9872954545454546,-0.012704545454545357
36,2012-02-07,-0.1559586565686666,0.9984404134343133,0.9857556818181821,-0.014244318181817928
37,2012-02-08,-0.15620226752665056,0.9984379773247335,0.9842159090909093,-0.01578409090909072
38,2012-02-09,-0.15644664072693715,0.9984355335927306,0.9826761363636365,-0.017323863636363512
39,2012-02-10,-0.15669177975263793,0.9984330822024736,0.9811363636363638,-0.018863636363636194
40,2012-02-11,0.0,1.0,0.9811363636363638,-0.018863636363636194
41,2012-02-12,0.0,1.0,0.9811363636363638,-0.018863636363636194
42,2012-02-13,-0.15693768820941312,0.9984306231179059,0.979596590909091,-0.020403409090908986
43,2012-02-14,-0.15718436972548266,0.9984281563027452,0.9780568181818182,-0.02194318181818178
44,2012-02-15,-0.15743182795198152,0.9984256817204802,0.9765170454545457,-0.02348295454545435
45,2012-02-16,-0.15768006656310396,0.998423199334369,0.9749772727272729,-0.02502272727272714
46,2012-02-17,-0.15792908925614801,0.9984207091074385,0.9734375000000003,-0.02656249999999971
47,2012-02-18,0.0,1.0,0.9734375000000003,-0.02656249999999971
48,2012-02-19,0.0,1.0,0.9734375000000003,-0.02656249999999971
49,2012-02-20,0.0,1.0,0.9734375000000003,-0.02656249999999971
50,2012-02-21,-0.12455858747993931,0.9987544141252006,0.9722250000000002,-0.027774999999999772
51,2012-02-22,-0.12471392938877557,0.9987528607061122,0.9710125000000002,-0.028987499999999833
52,2012-02-23,-0.12486965924743965,0.9987513034075256,0.9698000000000001,-0.030199999999999894
53,2012-02-24,-0.12502577851103425,0.9987497422148897,0.9685875,-0.031412499999999954
54,2012-02-25,0.0,1.0,0.9685875,-0.031412499999999954
55,2012-02-26,0.0,1.0,0.9685875,-0.031412499999999954
56,2012-02-27,-0.12518228864196734,0.9987481771135803,0.967375,-0.032625000000000015
57,2012-02-28,-0.12533919110996328,0.9987466080889004,0.9661624999999999,-0.033837500000000076
58,2012-02-29,-0.12549648739212937,0.9987450351260787,0.96495,-0.035050000000000026
59,2012-03-01,0.13457807255412568,1.0013457807255413,0.966248611111111,-0.033751388888888956
60,2012-03-02,0.134397203388259,1.0013439720338826,0.9675472222222222,-0.032452777777777775
61,2012-03-03,0.0,1.0,0.9675472222222222,-0.032452777777777775
62,2012-03-04,0.0,1.0,0.9675472222222222,-0.032452777777777775
63,2012-03-05,0.13421681973604382,1.0013421681973604,0.9688458333333333,-0.031154166666666705
64,2012-03-06,0.13403691964521958,1.0013403691964522,0.9701444444444444,-0.029855555555555635
65,2012-03-07,0.13385750117393957,1.0013385750117394,0.9714430555555555,-0.028556944444444454
66,2012-03-08,0.13367856239072662,1.0013367856239073,0.9727416666666667,-0.027258333333333273
67,2012-03-09,0.13350010137440638,1.001335001013744,0.9740402777777778,-0.025959722222222203
68,2012-03-10,0.0,1.0,0.9740402777777778,-0.025959722222222203
69,2012-03-11,0.0,1.0,0.9740402777777778,-0.025959722222222203
70,2012-03-12,0.1333221162141074,1.001333221162141,0.9753388888888889,-0.024661111111111134
71,2012-03-13,0.13314460500906122,1.0013314460500906,0.9766374999999997,-0.023362500000000286
72,2012-03-14,0.1329675658687135,1.0013296756586871,0.9779361111111108,-0.022063888888889216
73,2012-03-15,0.13279099691243523,1.0013279099691244,0.979234722222222,-0.020765277777778035
74,2012-03-16,0.13261489626963385,1.0013261489626963,0.9805333333333333,-0.019466666666666743
75,2012-03-17,0.0,1.0,0.9805333333333333,-0.019466666666666743
76,2012-03-18,0.0,1.0,0.9805333333333333,-0.019466666666666743
77,2012-03-19,0.25609645544375503,1.0025609645544376,0.9830444444444444,-0.016955555555555613
78,2012-03-20,0.2554422768271003,1.002554422768271,0.9855555555555556,-0.014444444444444371
79,2012-03-21,0.254791431792567,1.0025479143179257,0.9880666666666669,-0.01193333333333313
80,2012-03-22,0.2541438949238639,1.0025414389492386,0.9905777777777779,-0.00942222222222211
81,2012-03-23,0.25349964106244904,1.0025349964106245,0.9930888888888889,-0.00691111111111109
82,2012-03-24,0.0,1.0,0.9930888888888889,-0.00691111111111109
83,2012-03-25,0.0,1.0,0.9930888888888889,-0.00691111111111109
